# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      47.947       88.600      307.297   402117.656
      48.051       94.700      307.297   402117.656
      48.157       62.100      307.297   402117.656
      48.257       76.800      307.297   402117.656
      48.358       97.500      307.297   402117.656
      48.460       87.400      319.812   402141.328
      48.563       64.300      319.812   402141.328
      48.668       58.000      319.812   402141.328
      48.773      105.300      319.812   402141.328
      48.876       84.300      319.812   402141.328
      48.981       66.100      319.812   402141.328
      49.087       84.000      319.812   402141.328
      49.192       83.400      320.109   402142.328
      49.297       81.600      320.109   402142.328
      49.398       74.600      320.109   402142.328
      49.503       65.300      320.109   402142.328
      49.609       99.200      320.109   402142.328
      49.714       95.000      320.109   402142.328
      49.819       64.100      320.109   402142.328
      49.925       84.900      320.109   402142.328
      50.030       80.000      320.109   402142.328
      50.133       70.200      320.109   402142.328
      50.234       82.300      307.312   402117.656
      50.340       77.300      307.312   402117.656
      50.445       87.400      307.312   402117.656
      50.549      111.400      307.312   402117.656
      50.650       77.400      307.312   402117.656
      50.751      120.900      307.312   402117.656
      50.853       74.000      307.312   402117.656
      50.959      107.400      307.312   402117.656
      51.060       96.900      307.312   402117.656
      51.165       69.500      307.312   402117.656
      51.270       99.500      307.312   402117.656
      51.376       84.300      307.312   402117.656
      51.481       90.500      307.312   402117.656
      51.583       78.300      307.312   402117.656
      51.685       67.900      307.312   402117.656
      51.788       75.900      307.312   402117.656
      51.888       90.100      307.312   402117.656
      51.989       72.000      307.312   402117.656
      52.092      115.400      307.312   402117.656
      52.193       84.300      307.312   402117.656
      52.298       96.000      307.312   402117.656
      52.403       89.600      307.312   402117.656
      52.504      103.500      307.312   402117.656
      52.608       62.100      307.312   402117.656
      52.713       84.500      307.312   402117.656
      52.819       77.700      307.312   402117.656
      52.924       72.400      307.312   402117.656
      53.030       80.600      307.312   402117.656
      53.135       68.500      307.312   402117.656
      53.240       74.200      307.312   402117.656
      53.345      100.600      307.312   402117.656
      53.448       90.300      307.312   402117.656
      53.550       93.600      307.312   402117.656
      53.655       66.800      307.312   402117.656
      53.761       91.400      307.312   402117.656
      53.863       90.500      307.312   402117.656
      53.968       86.800      307.312   402117.656
      54.072       85.300      307.312   402117.656
      54.173       86.700      307.312   402117.656
      54.278       67.400      307.312   402117.656
      54.380       96.400      307.312   402117.656
      54.481       86.000      307.312   402117.656
      54.587       86.300      307.312   402117.656
      54.688       77.000      307.312   402117.656
      54.793       90.300      307.312   402117.656
      54.898       70.800      307.312   402117.656
      55.003       80.100      307.312   402117.656
      55.109       91.700      315.297   402138.328
      55.209       74.700      315.297   402138.328
      55.315      124.600      315.297   402138.328
      55.420      116.500      315.297   402138.328
      55.522       81.400      315.297   402138.328
      55.623       76.800      315.297   402138.328
      55.724       92.100      315.297   402138.328
      55.830      101.400      315.297   402138.328
      55.931      103.600      315.297   402138.328
      56.037      100.300      315.297   402138.328
      56.142      106.400      307.312   402117.656
      56.247       85.000      307.312   402117.656
      56.349       83.100      307.312   402117.656
      56.452      120.600      307.312   402117.656
      56.553      104.400      307.312   402117.656
      56.659       70.000      307.312   402117.656
      56.764       71.200      307.312   402117.656
      56.869       85.700      307.312   402117.656
      56.971       95.400      307.312   402117.656
      57.076       83.200      307.312   402117.656
      57.178       85.200      307.312   402117.656
      57.284       81.700      307.312   402117.656
      57.389       75.700      307.312   402117.656
      57.490       77.200      307.312   402117.656
      57.591       75.800      307.312   402117.656
      57.696       79.300      307.312   402117.656
      57.798       77.200      307.312   402117.656
      57.904       89.900      307.312   402117.656
      58.005       68.000      307.312   402117.656
      58.108       87.100      307.312   402117.656
      58.213       91.000      307.312   402117.656
      58.318       70.000      307.312   402117.656
      58.420       81.800      307.312   402117.656
      58.524       82.800      307.312   402117.656
      58.625       73.900      307.312   402117.656
      58.730       60.600      307.312   402117.656
      58.835       61.700      307.312   402117.656
      58.940       57.200      307.312   402117.656
      59.045       61.800      307.312   402117.656
      59.151       73.600      307.312   402117.656
      59.252       56.000      307.312   402117.656
      59.353       59.000      307.312   402117.656
      59.455       48.400      307.312   402117.656
      59.558       38.000      307.312   402117.656
      59.665       10.300      307.312   402117.656
